(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0CWGTYVMJ,B0D6ZDDK3L,"Portrait of Hermine Gallia by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",13,0,0.06%,0.00%,13,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6ZDDZ32,"Christ on the Mount of Olives by Francisco Goya Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",13,0,0.06%,0.00%,13,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZDKVXP,"The Sunflower 1907 by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZDNVZN,"The Three Ages of Woman by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZDR929,"Nuda Veritas by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",11,0,0.05%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZDSQ64,"Blumengarten by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",25,0,0.11%,0.00%,25,0,0.09%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZDVG1Y,"Olive Trees with Yellow Sky & Sun by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom | Image: 9x12 Not Framed",14,1,0.06%,0.15%,15,1,0.05%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZF1VWG,"The Taking of Christ by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZG6CX6,"Death & Life 2 by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",36,0,0.15%,0.00%,37,0,0.13%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZHWHD4,"Conversion on the Way to Damascus by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",9,1,0.04%,0.15%,10,1,0.04%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZMDLW8,"Water Snakes II by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZMDLY3,"The Fortune Teller by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZMNHPF,"Music by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",14,0,0.06%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK7NMWM4,B0D6ZMPHYD,"St Paul by Diego Velazquez Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZMSC4Q,"Vase with Poppies Cornflowers Peonies & Chrysanthemums by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Living Room, Bedroom | Image: 9x12 Not Framed",118,2,0.50%,0.30%,155,3,0.56%,0.37%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZPKT2W,"Musik Lithograph by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",8,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZQYL9L,"Portrait of a Lady by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",13,0,0.06%,0.00%,13,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGTYVMJ,B0D6ZQZJCP,"The Beethoven Frieze Hostile Forces by Gustav Klimt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom | Image: 9x12 Not Framed",8,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZQZTS1,"Houses with Thatched Roofs Cordeville by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Bedroom, Office | Image: 9x12 Not Framed",12,2,0.05%,0.30%,13,2,0.05%,0.25%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZR1C4J,"First Steps After Millet by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",13,1,0.06%,0.15%,13,1,0.05%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK32P4GJ,B0D6ZR25SP,"Goya by Francisco Goya Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",11,1,0.05%,0.15%,12,1,0.04%,0.12%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZSDKMJ,"Saint Catherine of Alexandria by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZSDKP5,"A Digger by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",23,1,0.10%,0.15%,31,1,0.11%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK29YM45,B0D6ZW2C3V,"Harvest at La Crau by Vincent Van Gogh Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",14,1,0.06%,0.15%,15,1,0.05%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK9W5XYR,B0D6ZW2R6D,"Doubting Thomas by Caravaggio Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor Gift for Men & Women Living Room, Bedroom, Office | Image: 9x12 Not Framed",68,0,0.29%,0.00%,85,0,0.31%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09D2L2B2J,B0D87LL3PV,Summertime by Mary Cassatt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09DKB3648,B0D884X1QC,Ballet Dancers in the Wings by Edgar Degas Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D887Z53P,Couple Gazing as the Moon by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,5,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVGWWV52,B0D8883PJS,Algerian Girl by Pierre Renoir Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CJPLRNT9,B0D88841ML, ,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F98G3VN,B0D888H9W2, ,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGSDJ4F,B0D888NHZC,Spanish Pointer by George Stubbs Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D888NJ19,The Cemetery Entrance 1825 by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0D888PKV2,B0D888PKV2, ,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09D2L2B2J,B0D888Q7MN,Mother & Child by Mary Cassatt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D888TD81,Isolabella by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09D2L2B2J,B0D888ZTFB,Louise Nursing Her Child by Mary Cassatt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CQDQPGRQ,B0D8891GDG,The Elephants 1948 by Salvador Dali Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,73,0,0.31%,0.00%,93,0,0.34%,0.00%,98.80%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09D2L2B2J,B0D88926DS,Nude Child by Mary Cassatt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVGWWV52,B0D8892XXR,A Girl with a Watering Can by Pierre Renoir Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,8,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CGFX1ZQC,B0D88NKM81,American White Pelican by James Audubon Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D88RPLB5,Uricure by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09D2L2B2J,B0D88RR8G4,Offering the Panel to the Bullfighter by Mary Cassatt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F98G3VN,B0D88RYTVS,Miss Eglantine Troupe by Henri De Toulouse Lautrec Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGSDJ4F,B0D88S22H7, ,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D88S2PWK,Riesengebirge by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D88S31NQ,Monk By the Sea by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09D2L2B2J,B0D88S8GL6,Lilacs in a Window by Mary Cassatt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CGFX1ZQC,B0D88S8S3W,Common American Swan by James Audubon Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGSDJ4F,B0D88S93LP,Hound Coursing a Stag by George Stubbs Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D88SCJ5Z,Two Men by the Sea by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D88SKB4M,Cognac by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CJPLRNT9,B0D88SLBCP, ,4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D88SN2HP,Solitary Tree by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVGWWV52,B0D88SPRK5,Nude Reclining on the Grass by Pierre Renoir Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVGWWV52,B0D88SSQX4,Moss Roses 1890 by Pierre Renoir Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGSDJ4F,B0D88SV22M,Tristram Shandy a Bay Racehorse by George Stubbs Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09DKB3648,B0D88SVFSD,Dancers Practicing at the Barre by Edgar Degas Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D88SWRCY,Greifswald in Moonlight by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGSDJ4F,B0D88V4L56,Lady Reading in a Wooded Park by George Stubbs Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,3,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK7KHXCJ,B0D88X9FX7,Asakusa Honganji Temple by Katsushika Hokusai Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D88XD9Y9,Dolmen in Snow by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVGWWV52,B0D88XDM9C,Garden In The Rue Cortot Montmartre 1876 by Pierre Renoir Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D88XDY44,Fleurissez VOS Fenetres by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CJPLRNT9,B0D88XF8LT, ,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVGWWV52,B0D88XKGPD,Alfred Berard & His Dog by Pierre Renoir Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,5,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CJPLRNT9,B0D88XMH4L, ,4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09DKB3648,B0D88XYN99,Dancers Tying Shoes by Edgar Degas Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D88XYYVQ,Relsky Kumel by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVZ8NYY9,B0D88Y3SXN,Rock Arch in the Uttewalder Grund by Caspar David Friedrich Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVGWWV52,B0D88Y4QGX,Flowers in a Vase by Pierre Renoir Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,12,0,0.05%,0.00%,21,0,0.08%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CK7KHXCJ,B0D88YTFF6,Cranes by Katsushika Hokusai Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,8,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F98G3VN,B0D88YX313,Lautrec in Bed by Henri De Toulouse Lautrec Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,7,1,0.03%,0.15%,9,1,0.03%,0.12%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09DKB3648,B0D88YX32M, ,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D88Z6CTN,Mossant by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D88Z6R3Q,Maraliment by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F98G3VN,B0D88ZBZR8,The Medical Inspection by Henri De Toulouse Lautrec Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D88ZBZSB,Cognac Pellisson by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F98G3VN,B0D88ZF9NB,At The Moulin Rouge The Dance by Henri De Toulouse Lautrec Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,6,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CWGSDJ4F,B0D88ZNS64,John Nelthorpe Sixth Baronet Out Shooting with His Dogs by George Stubbs Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09D2L2B2J,B0D88ZQQVR,Mother Playing with Her Child by Mary Cassatt Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09F98G3VN,B0D8926RG5,La Goulue and Valentin by Henri De Toulouse Lautrec Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CJPLRNT9,B0D8927CZP, ,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09D2L2B2J,B0D8929MQ1,Woman with a Pearl Necklace in a Loge by Mary Cassat Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0D8929MQ1,B0D8929MQ1,Woman with a Pearl Necklace in a Loge by Mary Cassat Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CXMP125P,B0D8929YW8,Parapluie Revel by Leonetto Cappiello Premium Poster Print | Fine Artwork Painting Reproduction | Wall Art Decor LivingRoom Office | Image: 9x12 Not Framed,3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
